Z,A,E0,ThetaDeg,nu,cross,error,dataSet,ThetaRad,sin2(T/2),cos2(T/2),tan2(T/2),normalization,normError,normCross,normCrossError,nu_elastic,Ex,R,Veff,Eeff,Eprime,Eprime_eff,F2foc,Q2,Q2eff,q3momt_squared,q3momt,W2,epsilon,gamma,Sig_R,D_sig_R,Sig_mott,Sig_mott_eff,H,Hcc,Hstar_Sig(nb),Hstar_error(nb),Hstar_Sig(GeV),Hstar_error(GeV),Hcc_Sig(nb),Hcc_error(nb),Hcc_Sig(GeV),Hcc_error(GeV),qvbin,qvcenter,Q2bin,Q2center,RL_fortran_qvcenter_nu,RT_fortran_qvcenter_nu,RL_fortran_qvdata_nu,RT_fortran_qvdata_nu,RL_fortran_qvcenter_ex,RT_fortran_qvcenter_ex,RL_fortran_qvdata_ex,RT_fortran_qvdata_ex,RL_fortran_q2center_nu,RT_fortran_q2center_nu,RL_fortran_q2data_nu,RT_fortran_q2data_nu,RL_fortran_q2center_ex,RT_fortran_q2center_ex,RL_fortran_q2data_ex,RT_fortran_q2data_ex,RL_fortran_qvcenter_w2,RT_fortran_qvcenter_w2,RL_fortran_qvdata_w2,RT_fortran_qvdata_w2,RL_fortran_q2center_w2,RT_fortran_q2center_w2,RL_fortran_q2data_w2,RT_fortran_q2data_w2,bc_qv_ex,bc_qv_nu,bc_qv_w2,bc_q2_ex,bc_q2_w2
6,12,1.2044,13.01,0.7699999999999999,45706.39475,1739.6,13,0.2270673356844622,0.0128346057103057,0.9871653942896942,0.013001474509285,1.0029,0.00069905,45838.943294775,1744.9373878939648,0.0033219294604474,0.7666780705395525,2.894010933453939,0.0031,1.2075,0.4344,0.4375,1.0051544163705737,0.0268598192665545,0.0271211261915898,0.6200211261915897,0.787414202431979,2.29817551633741,0.6271722623994213,0.0100369725076341,4567008.952142648,173319.19547222514,0.0550278114486081,0.0548865392204584,5987.353826442615,5956.650768209169,274453972.5360571,10447557.546309711,704.8503746370029,26.831329065898604,273046576.790718,10393982.632075485,701.2359127685945,26.69373842357632,0.702~0.878,0.756,0.025~0.035,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0891,0.0345,0.0844,0.0344,0.0883,0.0345,0.0837,0.0343,0.774,0.0368,0.0844,0.0344,0.0889,0.0345,0.0844,0.0344,1.0,1.0,63.27967347855681,1.0482090422649357,1.0439677499833675
6,12,1.2044,13.01,0.7739999999999999,45613.12881,1753.8,13,0.2270673356844622,0.0128346057103057,0.9871653942896942,0.013001474509285,1.0029,0.00069905,45745.406883549,1759.1750166689958,0.0033219294604474,0.7706780705395525,2.894010933453939,0.0031,1.2075,0.4304,0.4335,1.0051544163705737,0.0266124912806746,0.0268731616092667,0.6259491616092665,0.791169489811928,2.3059296649197334,0.6227892774689319,0.0099746033549481,4586188.067403769,175826.54042378304,0.0550278114486081,0.0548865392204584,6172.09024932494,6140.439865559379,282344779.7773547,10857786.967238748,725.1154791600802,27.884876800540937,280896920.09397864,10802108.402850386,721.3970981477034,27.7418835816571,0.702~0.878,0.756,0.025~0.035,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0904,0.0347,0.0868,0.0346,0.0898,0.0346,0.0861,0.0345,0.0,0.0,0.0,0.0,0.0903,0.0347,0.0868,0.0346,1.0,1.0,,1.0360561878000172,1.0346878836068603
6,12,1.2044,13.01,0.7779999999999999,44216.80645,1735.5,13,0.2270673356844622,0.0128346057103057,0.9871653942896942,0.013001474509285,1.0029,0.00069905,44345.03518870499,1740.8073883141844,0.0033219294604474,0.7746780705395525,2.894010933453939,0.0031,1.2075,0.4264,0.4295,1.0051544163705737,0.0263651632947947,0.0266251970269436,0.6319091970269435,0.7949271646049992,2.313683813502056,0.6183752409311754,0.0099128603023865,4473485.334805822,175075.60351497892,0.0550278114486081,0.0548865392204585,6362.478522368457,6329.8518304701765,282144333.9618089,11075849.619729323,724.6006959092628,28.44490346323437,280697502.16148865,11019052.833416548,720.88495469747,28.299038436247084,0.702~0.878,0.756,0.025~0.035,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0917,0.0348,0.089,0.0347,0.091,0.0348,0.0883,0.0347,0.0,0.0,0.0,0.0,0.0916,0.0348,0.089,0.0347,1.0,1.0,,1.0265192379821673,1.0256191459105817
6,12,1.2044,13.01,0.7819999999999999,42623.60638,1710.0,13,0.2270673356844622,0.0128346057103057,0.9871653942896942,0.013001474509285,1.0029,0.00069905,42747.21483850199,1715.217821504407,0.0033219294604474,0.7786780705395525,2.894010933453939,0.0031,1.2075,0.4224,0.4255,1.0051544163705737,0.0261178353089148,0.0263772324446204,0.6379012324446204,0.7986871931141881,2.3214379620843792,0.6139302076356237,0.0098517381724903,4339053.077747025,173573.43141486938,0.0550278114486081,0.0548865392204584,6558.7031790847295,6525.070250168121,280366293.8583009,11249604.578723738,720.034348330116,28.89113948164784,278928579.82025456,11191916.77965658,716.3420232784,28.74298616322892,0.702~0.878,0.756,0.025~0.035,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0931,0.035,0.0915,0.035,0.0924,0.0349,0.0908,0.0348,0.0,0.0,0.0,0.0,0.0931,0.035,0.0915,0.035,1.0,1.0,,1.016915947291355,1.01388681228303
6,12,1.2044,13.01,0.7859999999999999,42515.36801,1730.2,13,0.2270673356844622,0.0128346057103057,0.9871653942896942,0.013001474509285,1.0029,0.00069905,42638.66257722899,1735.4720828107695,0.0033219294604474,0.7826780705395525,2.894010933453939,0.0031,1.2075,0.4184,0.4215,1.0051544163705737,0.025870507323035,0.0261292678622973,0.6439252678622973,0.8024495422531546,2.329192110666703,0.6094542365150207,0.0097912317948597,4354780.222812588,176709.1246791166,0.0550278114486081,0.0548865392204584,6760.955811878717,6726.285734575268,288278113.5622519,11733450.064632734,740.3534168823398,30.13374737271989,286799827.8345837,11673281.113363707,736.5568959599451,29.97922198016826,0.702~0.878,0.756,0.025~0.035,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0944,0.0351,0.0938,0.0351,0.0936,0.0351,0.0931,0.035,0.0,0.0,0.0,0.0,0.0943,0.0351,0.0938,0.0351,1.0,1.0,,1.0073768993377517,1.004686248758763
6,12,1.2044,13.01,0.7899999999999999,42167.01392,1750.7,13,0.2270673356844622,0.0128346057103057,0.9871653942896942,0.013001474509285,1.0029,0.00069905,42289.29826036799,1756.0244485272003,0.0033219294604474,0.7866780705395525,2.894010933453939,0.0031,1.2075,0.4144,0.4175,1.0051544163705737,0.0256231793371551,0.0258813032799742,0.6499813032799742,0.8062141795329416,2.336946259249025,0.6049473906178974,0.0097313360083742,4345682.671318327,179903.35535567228,0.0550278114486081,0.0548865392204584,6969.435405793431,6933.696248342391,294732532.58196723,12238498.965004353,756.9296013043482,31.430809693762352,293221148.692946,12175740.130750565,753.0480779634645,31.26963298559956,0.702~0.878,0.756,0.025~0.035,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0958,0.0352,0.0964,0.0352,0.095,0.0352,0.0956,0.0352,0.0,0.0,0.0,0.0,0.0958,0.0352,0.0964,0.0352,1.0,1.0,,0.9953975346415129,0.9955372073951264
6,12,1.2044,13.01,0.7939999999999999,40856.9469,1737.1,13,0.2270673356844622,0.0128346057103057,0.9871653942896942,0.013001474509285,1.0029,0.00069905,40975.43204601,1742.371692835828,0.0033219294604474,0.7906780705395525,2.894010933453939,0.0031,1.2075,0.4104,0.4135,1.0051544163705737,0.0253758513512752,0.0256333386976511,0.656069338697651,0.8099810730490257,2.3447004078313487,0.6004097371403021,0.0096720456632839,4236480.4171217885,179600.06191805028,0.0550278114486081,0.0548865392204584,7184.348691553377,7147.507462082025,294381791.60558623,12517805.791624725,756.0288312906433,32.1481231272787,292872206.3108914,12453614.676264573,752.1519270845204,31.98326804687345,0.702~0.878,0.756,0.025~0.035,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097,0.0354,0.0987,0.0354,0.0963,0.0353,0.098,0.0354,0.0,0.0,0.0,0.0,0.0971,0.0354,0.0987,0.0354,1.0,1.0,,0.9835460707825062,0.9865533848091333
6,12,1.2044,13.01,0.7979999999999999,41448.87948,1787.6,13,0.2270673356844622,0.0128346057103057,0.9871653942896942,0.013001474509285,1.0029,0.00069905,41569.081230492,1793.0181692847998,0.0033219294604474,0.7946780705395525,2.894010933453939,0.0031,1.2075,0.4064,0.4095,1.0051544163705737,0.0251285233653953,0.025385374115328,0.662189374115328,0.813750191468689,2.352454556413672,0.5958413474567228,0.009613355623178,4324096.898097461,185949.6381981386,0.0550278114486081,0.0548865392204584,7405.910519227052,7367.933124114824,307856895.9595045,13278932.121071529,790.6354805016842,34.10284133922291,306278210.53716177,13210837.961613197,786.581113931253,33.92796249392403,0.702~0.878,0.756,0.025~0.035,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0984,0.0355,0.101,0.0355,0.0976,0.0354,0.101,0.0355,0.0,0.0,0.0,0.0,0.0985,0.0355,0.101,0.0355,1.0,1.0,,0.9735733303945778,0.9777167466199802
6,12,1.2044,13.01,0.8019999999999999,39676.05137,1766.6,13,0.2270673356844622,0.0128346057103057,0.9871653942896942,0.013001474509285,1.0029,0.00069905,39791.111918972994,1771.9402205481874,0.0033219294604474,0.7986780705395525,2.894010933453939,0.0031,1.2075,0.4024,0.4054999999999999,1.0051544163705737,0.0248811953795154,0.0251374095330049,0.6683414095330048,0.8175215040187046,2.360208704995995,0.5912422971501755,0.0095552607668369,4164314.600086503,184882.44780626608,0.0550278114486081,0.0548865392204584,7634.344253933183,7595.195454146624,303779046.6362237,13527601.641055152,780.1627823050854,34.7414723005519,302221272.36242324,13458232.30812716,776.1621195697561,34.56331856551645,0.702~0.878,0.756,0.015~0.025,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134,0.0364,0.104,0.0357,0.133,0.0363,0.103,0.0357,0.0,0.0,0.0,0.0,0.132,0.0363,0.104,0.0357,1.0,1.0,,1.2707967319783096,1.2608711709757667
6,12,1.2044,13.01,0.8059999999999999,42187.52521,1881.0,13,0.2270673356844622,0.0128346057103057,0.9871653942896942,0.013001474509285,1.0029,0.00069905,42309.869033109,1886.6854056763195,0.0033219294604474,0.8026780705395525,2.894010933453939,0.0031,1.2075,0.3984,0.4014999999999999,1.0051544163705737,0.0246338673936356,0.0248894449506818,0.6745254449506818,0.8212949804733265,2.367962853578318,0.5866126660414341,0.0094977559899724,4454722.681629124,198046.78094340715,0.0550278114486081,0.0548865392204584,7869.882195128845,7829.525560406462,332973684.9818978,14847991.881941509,855.1402059699469,38.132487367143874,331266201.0521767,14771851.60818858,850.7550601605072,37.93694455905912,0.702~0.878,0.756,0.015~0.025,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135,0.0365,0.106,0.0358,0.134,0.0364,0.106,0.0358,0.0,0.0,0.0,0.0,0.134,0.0364,0.106,0.0358,1.0,1.0,,1.2570655198755343,1.2500930028456092
6,12,1.2044,13.01,0.8099999999999999,41878.95726,1899.4,13,0.2270673356844622,0.0128346057103057,0.9871653942896942,0.013001474509285,1.0029,0.00069905,42000.406236054,1905.1332061151163,0.0033219294604474,0.8066780705395525,2.894010933453939,0.0031,1.2075,0.3944,0.3974999999999999,1.0051544163705737,0.0243865394077557,0.0246414803683587,0.6807414803683587,0.8250705911425753,2.375717002160641,0.5819525382173775,0.0094408362068617,4448801.495520837,201189.8054771332,0.0550278114486081,0.0548865392204584,8112.766021141542,8071.1638818991005,340739468.5860002,15455899.940319164,875.0842258437433,39.693711709181954,338992161.8375288,15376642.323402964,870.5968074074732,39.49016296670973,0.702~0.878,0.756,0.015~0.025,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.137,0.0366,0.109,0.036,0.136,0.0365,0.108,0.036,0.0,0.0,0.0,0.0,0.136,0.0365,0.109,0.036,1.0,1.0,,1.2427549037491235,1.2349539640129203
6,12,1.2044,13.01,0.8139999999999998,41595.76381,1936.2,13,0.2270673356844622,0.0128346057103057,0.9871653942896942,0.013001474509285,1.0029,0.00069905,41716.391525049,1942.0326770282848,0.0033219294604474,0.8106780705395524,2.894010933453939,0.0031,1.2075,0.3904000000000001,0.3935,1.0051544163705737,0.0241392114218758,0.0243935157860356,0.6869895157860354,0.8288483068608123,2.3834711507429645,0.5772620020584289,0.0093844963518816,4445245.643543216,206319.01035496543,0.0550278114486081,0.0548865392204584,8363.247260742593,8320.36065756019,348884497.14993155,16241699.466429412,896.0022194208334,41.7117954164441,347095422.820395,16158412.28164244,891.4075338355788,41.4978979717939,0.702~0.878,0.756,0.015~0.025,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139,0.0367,0.112,0.0361,0.138,0.0366,0.111,0.0361,0.0,0.0,0.0,0.0,0.138,0.0366,0.112,0.0361,1.0,1.0,,1.2302929422903643,1.222975559029921
6,12,1.2044,13.01,0.8179999999999998,41226.27571,1962.4,13,0.2270673356844622,0.0128346057103057,0.9871653942896942,0.013001474509285,1.0029,0.00069905,41345.831909559,1968.3019521247893,0.0033219294604474,0.8146780705395524,2.894010933453939,0.0031,1.2075,0.3864000000000001,0.3895,1.0051544163705737,0.023891883435996,0.0241455512037125,0.6932695512037123,0.8326280989755944,2.3912252993252867,0.5725411502650634,0.0093287313809445,4432095.878976054,210360.8647161304,0.0550278114486081,0.0548865392204584,8621.587793706824,8577.376424249103,356466719.712108,16969888.0847684,915.4748193768388,43.58192327686414,354638763.86201763,16882866.75995866,910.7802785988335,43.35843584534045,0.702~0.878,0.756,0.015~0.025,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0368,0.115,0.0363,0.139,0.0368,0.114,0.0362,0.0,0.0,0.0,0.0,0.139,0.0368,0.115,0.0363,1.0,1.0,,1.2198762648562016,1.2100456941365934
6,12,1.2044,13.01,0.8219999999999998,41182.65605,1999.3,13,0.2270673356844622,0.0128346057103057,0.9871653942896942,0.013001474509285,1.0029,0.00069905,41302.085752545,2005.304630374648,0.0033219294604474,0.8186780705395524,2.894010933453939,0.0031,1.2075,0.3824000000000001,0.3855,1.0051544163705737,0.0236445554501161,0.0238975866213894,0.6995815866213891,0.8364099393367999,2.3989794479076103,0.5677900798833588,0.009273536272845,4453757.934121268,215591.97496799467,0.0550278114486081,0.0548865392204584,8888.060382465019,8842.48254567508,367095432.0903681,17823268.640006565,942.7713887523882,45.773568012443725,365212972.36685455,17731871.19284924,937.936871586916,45.5388418604612,0.702~0.878,0.756,0.015~0.025,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142,0.0368,0.117,0.0364,0.141,0.0368,0.117,0.0364,0.0,0.0,0.0,0.0,0.141,0.0368,0.117,0.0364,1.0,1.0,,1.2017063340831389,1.1964704485461772
6,12,1.2044,13.01,0.8259999999999998,41328.47249,2052.0,13,0.2270673356844622,0.0128346057103057,0.9871653942896942,0.013001474509285,1.0029,0.00069905,41448.325060221,2058.153581722762,0.0033219294604474,0.8226780705395524,2.894010933453939,0.0031,1.2075,0.3784,0.3815,1.0051544163705737,0.0233972274642362,0.0236496220390663,0.7059256220390661,0.840193800286021,2.406733596489933,0.5630088923295659,0.0092189060305175,4496013.401483199,222586.06316272536,0.0550278114486081,0.0548865392204584,9162.949237132574,9115.961774528423,379788898.4909749,18858756.791548256,975.3706419722864,48.43289993904009,377841346.8672031,18762049.377093457,970.3689563382404,48.18453677388428,0.702~0.878,0.756,0.015~0.025,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144,0.037,0.12,0.0366,0.143,0.037,0.119,0.0364,0.0,0.0,0.0,0.0,0.143,0.037,0.12,0.0366,1.0,1.0,,1.1964085636936945,1.184656875254674
6,12,1.2044,13.02,0.4659999999999999,69008.73576,1177.3,13,0.2272418686096617,0.0128542586531356,0.9871457413468644,0.013021642210194,1.0029,0.00069905,69208.86109370399,1181.6992436964242,0.0033270021013847,0.4626729978986152,2.894010933453939,0.0031,1.2075,0.7384,0.7414999999999999,1.0051544163705737,0.0457266579182563,0.0460368203819792,0.2631928203819792,0.5130232162212343,1.7087898381470208,0.8704056227269418,0.0168460125077706,4108323.026697246,69885.97446766352,0.0548585832937081,0.0547177455229334,521.2515025580178,518.5785328787198,36075222.835422345,615962.5063484344,92.64808264824872,1.5819097073007464,35890229.64818013,612803.8600999844,92.1729847069506,1.5737976986787063,0.428~0.523,0.475,0.045~0.070,0.056,0.0213,0.0242,0.00433,0.0262,0.0169,0.0243,0.0042,0.0263,0.00366,0.0267,0.00433,0.0262,0.00364,0.0268,0.00429,0.0262,0.00881,0.0252,0.00433,0.0262,0.00377,0.0264,0.00433,0.0262,4.2925632046851945,1.0,1.8337613500524081,0.8715931246687512,0.8751561807414819
6,12,1.2044,13.02,0.4699999999999998,66156.93903,1141.2,13,0.2272418686096617,0.0128542586531356,0.9871457413468644,0.013021642210194,1.0029,0.00069905,66348.79415318699,1145.443466776076,0.0033270021013847,0.4666729978986151,2.894010933453939,0.0031,1.2075,0.7344,0.7375,1.0051544163705737,0.0454789512123069,0.0457884761048006,0.2666884761048005,0.5164188959602471,1.716544366424199,0.868292669257523,0.0167309122796378,3965641.146414705,68209.07198162064,0.0548585832937081,0.0547177455229334,539.6975559753192,536.9299952181151,35808282.046384566,618193.0395269451,91.9625275680268,1.5876381437740317,35624657.7273984,615022.9551386997,91.49094514262444,1.5794967598179583,0.428~0.523,0.475,0.045~0.070,0.056,0.033,0.024,0.00448,0.0259,0.0234,0.0241,0.00433,0.026,0.00374,0.0265,0.00448,0.0259,0.00372,0.0265,0.00444,0.026,0.0102,0.0249,0.00448,0.0259,0.00386,0.0261,0.00448,0.0259,7.495580828337976,1.0,2.0483896898393126,0.8639556146048399,0.8709295521365497
6,12,1.2044,13.02,0.4739999999999998,66762.76605,1162.7,13,0.2272418686096617,0.0128542586531356,0.9871457413468644,0.013021642210194,1.0029,0.00069905,66956.378071545,1167.0054195989114,0.0033270021013847,0.4706729978986151,2.894010933453939,0.0031,1.2075,0.7304,0.7335,1.0051544163705737,0.0452312445063575,0.045540131827622,0.2702161318276219,0.5198231736154343,1.7242988947013778,0.8661533428559505,0.0166161721289985,4029591.0244389353,69973.99828152086,0.0548585832937081,0.0547177455229334,558.7492608795797,555.8840032729695,37411826.75864946,652063.4156433555,96.0807375569116,1.6746237576973704,37219979.4870689,648719.6444878944,95.58803701409514,1.6660363128524336,0.428~0.523,0.475,0.045~0.070,0.056,0.0917,0.0239,0.00463,0.0256,0.0375,0.024,0.00447,0.0258,0.00383,0.0262,0.00463,0.0256,0.00381,0.0263,0.00459,0.0257,0.012,0.0247,0.00463,0.0256,0.00395,0.0259,0.00463,0.0256,35.882444408488425,1.0,2.3429066834387062,0.8627138253620568,0.8698930483855764
6,12,1.2044,13.02,0.4779999999999998,64251.87673,1143.5,13,0.2272418686096617,0.0128542586531356,0.9871457413468644,0.013021642210194,1.0029,0.00069905,64438.207172517,1147.695370635333,0.0033270021013847,0.4746729978986151,2.894010933453939,0.0031,1.2075,0.7264,0.7295,1.0051544163705737,0.0449835378004082,0.0452917875504435,0.2737757875504434,0.5232358813675181,1.7320534229785565,0.863987509393496,0.0165018255363688,3904913.855167112,69295.36356325005,0.0548585832937081,0.0547177455229334,578.4246761442134,575.4585233110728,37272649.11507688,663855.3230719555,95.72330270797588,1.704907634778587,37081515.54430961,660451.0831967631,95.23243508556126,1.6961648946782653,0.523~0.609,0.57,0.035~0.045,0.04,0.00333,0.0274,0.00479,0.0254,0.00333,0.0273,0.00462,0.0255,0.0055,0.0251,0.00479,0.0254,0.00543,0.0252,0.00475,0.0255,0.00353,0.0258,0.00479,0.0254,0.00538,0.0253,0.00479,0.0254,0.6029293615506316,1.0,0.693863898814784,1.0996612107808863,1.0964068355447059
6,12,1.2044,13.02,0.4819999999999999,61749.65968,1119.6,13,0.2272418686096617,0.0128542586531356,0.9871457413468644,0.013021642210194,1.0029,0.00069905,61928.73369307199,1123.6762604294006,0.0033270021013847,0.4786729978986151,2.894010933453939,0.0031,1.2075,0.7224,0.7255,1.0051544163705737,0.0447358310944588,0.0450434432732649,0.2773674432732648,0.5266568553368168,1.739807951255735,0.8617950356754293,0.0163879039988422,3778929.489545901,68318.68188141077,0.0548585832937081,0.0547177455229334,598.7423640500712,595.672022426185,37079356.414017215,672792.5805964428,95.22689002537714,1.7278602240821892,36889214.04524481,669342.5106022736,94.73856799955554,1.7189997834573243,0.523~0.609,0.57,0.035~0.045,0.04,0.00334,0.027,0.00496,0.0252,0.00335,0.027,0.00478,0.0253,0.00568,0.0249,0.00496,0.0252,0.00561,0.025,0.00492,0.0253,0.0036,0.0255,0.00496,0.0252,0.00556,0.0251,0.00496,0.0252,0.6128850927760094,1.0,0.7014381993310762,1.0949648022178056,1.0923516313014727
6,12,1.2044,13.02,0.4859999999999999,60970.51207,1115.3,13,0.2272418686096617,0.0128542586531356,0.9871457413468644,0.013021642210194,1.0029,0.00069905,61147.32655500299,1119.3461143531192,0.0033270021013847,0.4826729978986152,2.894010933453939,0.0031,1.2075,0.7184,0.7215,1.0051544163705737,0.0444881243885094,0.0447950989960863,0.2809910989960862,0.5300859354822445,1.7475624795329134,0.8595757894762648,0.0162744371198522,3757262.147052255,68530.7879950889,0.0548585832937081,0.0547177455229334,619.7214044926889,616.5434826724318,37894307.093639545,693682.746100349,97.31983947892172,1.78151017072205,37699985.67033001,690125.5516591262,96.82078484052792,1.772374613996876,0.523~0.609,0.57,0.035~0.045,0.04,0.00337,0.0267,0.00515,0.025,0.00338,0.0266,0.00495,0.0251,0.00587,0.0247,0.00515,0.025,0.0058,0.0248,0.0051,0.025,0.0037,0.0253,0.00515,0.025,0.00575,0.0249,0.00515,0.025,0.6220859591054101,1.0,0.712825023829805,1.094358959723383,1.0881323029071064
6,12,1.2044,13.02,0.4899999999999999,58895.79253,1100.3,13,0.2272418686096617,0.0128542586531356,0.9871457413468644,0.013021642210194,1.0029,0.00069905,59066.59032833699,1104.258647219409,0.0033270021013847,0.4866729978986152,2.894010933453939,0.0031,1.2075,0.7144,0.7175,1.0051544163705737,0.04424041768256,0.0445467547189077,0.2846467547189076,0.5335229655028054,1.755317007810092,0.8573296395754081,0.0161614526953625,3654782.242767432,68081.75111113148,0.0548585832937081,0.0547177455229334,641.3814096436746,638.0924156505068,37884212.967634216,708250.9677648019,97.2939158297548,1.818924154579163,37689943.306847416,704619.0677071938,96.7949941274348,1.8095967395208403,0.523~0.609,0.57,0.035~0.045,0.04,0.00342,0.0263,0.00534,0.0248,0.00342,0.0263,0.00512,0.0249,0.00607,0.0246,0.00534,0.0248,0.00599,0.0246,0.00528,0.0248,0.00382,0.0251,0.00534,0.0248,0.00594,0.0247,0.00534,0.0248,0.6351275466207366,1.0,0.7256354752608554,1.0896052720121692,1.0838770066588064
6,12,1.2044,13.02,0.4939999999999999,57037.96014,1083.3,13,0.2272418686096617,0.0128542586531356,0.9871457413468644,0.013021642210194,1.0029,0.00069905,57203.370224406,1087.172981724738,0.0033270021013847,0.4906729978986152,2.894010933453939,0.0031,1.2075,0.7104,0.7135,1.0051544163705737,0.0439927109766106,0.0442984104417291,0.2883344104417291,0.536967792741547,1.7630715360872706,0.8550564557931974,0.0160489767965957,3564300.138843737,67499.63027112036,0.0548585832937081,0.0547177455229334,663.7425390835397,660.3388775629033,37968310.196882986,721602.9553130004,97.50989362375137,1.853214616249416,37773609.28679946,717902.5864688284,97.0098643906292,1.8437113602316253,0.523~0.609,0.57,0.035~0.045,0.04,0.00348,0.0259,0.00554,0.0246,0.00349,0.0259,0.00531,0.0247,0.00627,0.0244,0.00554,0.0246,0.00619,0.0245,0.00548,0.0246,0.00396,0.0249,0.00554,0.0246,0.00615,0.0245,0.00554,0.0246,0.6478085086965987,1.0,0.7399294450482051,1.0888958874372237,1.0796792837838591
6,12,1.2044,13.02,0.4979999999999999,55029.98427,1063.6,13,0.2272418686096617,0.0128542586531356,0.9871457413468644,0.013021642210194,1.0029,0.00069905,55189.571224383,1067.377878834834,0.0033270021013847,0.4946729978986152,2.894010933453939,0.0031,1.2075,0.7064,0.7095,1.0051544163705737,0.0437450042706612,0.0440500661645506,0.2920540661645505,0.5404202680919272,1.7708260643644491,0.8527561090273353,0.0159370338494105,3462976.344649253,66737.63826129676,0.0548585832937081,0.0547177455229334,686.8255154240475,683.3034847561505,37905605.70221903,733102.3617829614,97.34885647006432,1.882747294838684,37711226.33981867,729343.0241594703,96.84965303298674,1.873092595699809,0.523~0.609,0.57,0.035~0.045,0.04,0.00358,0.0256,0.00576,0.0244,0.00359,0.0256,0.00551,0.0245,0.00649,0.0243,0.00576,0.0244,0.0064,0.0243,0.0057,0.0245,0.00414,0.0246,0.00576,0.0244,0.00637,0.0243,0.00576,0.0244,0.6651063144785575,1.0,0.7530948249334501,1.0796950296643948,1.075330881908267
6,12,1.2044,13.02,0.5019999999999999,53345.95939,1054.2,13,0.2272418686096617,0.0128542586531356,0.9871457413468644,0.013021642210194,1.0029,0.00069905,53500.662672231,1057.9146468903464,0.0033270021013847,0.4986729978986152,2.894010933453939,0.0031,1.2075,0.7024,0.7055,1.0051544163705737,0.0434972975647118,0.043801721887372,0.2958057218873719,0.5438802459065524,1.7785805926416278,0.8504284712897071,0.0158256467104378,3380630.419162859,66613.39149601363,0.0548585832937081,0.0547177455229334,710.6516404389766,707.007429768859,38020333.69259328,751808.7792570454,97.64349992612148,1.930788958229044,37825366.00682477,747953.5154127738,97.14278556193791,1.9208879021800105,0.523~0.609,0.57,0.035~0.045,0.04,0.00372,0.0252,0.00599,0.0242,0.00372,0.0252,0.00571,0.0243,0.00671,0.0241,0.00599,0.0242,0.00662,0.0242,0.00592,0.0243,0.00435,0.0245,0.00599,0.0242,0.0066,0.0242,0.00599,0.0242,0.682583257636212,1.0,0.7739696489775474,1.0789330001690423,1.075120382579523
6,12,1.2044,13.02,0.5059999999999999,52397.83652,1049.2,13,0.2272418686096617,0.0128542586531356,0.9871457413468644,0.013021642210194,1.0029,0.00069905,52549.79024590799,1052.8800120789845,0.0033270021013847,0.5026729978986152,2.894010933453939,0.0031,1.2075,0.6984,0.7015,1.0051544163705737,0.0432495908587625,0.0435533776101934,0.2995893776101933,0.547347583908245,1.7863351209188063,0.8480734157435817,0.0157148367400835,3343960.3042054,66764.9315963827,0.0548585832937081,0.0547177455229334,735.2428117230484,731.4724979052214,38636855.53585781,774122.4604879497,99.2268461177668,1.988094765938084,38438726.33556976,770152.7724298944,98.71801237869164,1.9778998465894684,0.523~0.609,0.57,0.035~0.045,0.04,0.00392,0.0249,0.00623,0.0241,0.00391,0.0249,0.00593,0.0242,0.00695,0.024,0.00623,0.0241,0.00685,0.024,0.00616,0.0241,0.00461,0.0243,0.00623,0.0241,0.00683,0.0241,0.00623,0.0241,0.7030852018489957,1.0,0.7911875891726993,1.073860198876813,1.0706066480820302
