Z,A,E0,ThetaDeg,nu,cross,error,dataSet,ThetaRad,sin2(T/2),cos2(T/2),tan2(T/2),normalization,normError,nu_elastic,Ex,R,Veff,Eeff,Eprime,Eprime_eff,F2foc,Q2,Q2eff,q3momt_squared,q3momt,W2,epsilon,gamma,Sig_R,D_sig_R,Sig_mott,Sig_mott_eff,H,Hcc,Hstar_Sig(nb),Hstar_error(nb),Hstar_Sig(GeV),Hstar_error(GeV),Hcc_Sig(nb),Hcc_error(nb),Hcc_Sig(GeV),Hcc_error(GeV),bin,Q2center,qvbin,qvcenter,RL_fortran_qvcenter,RT_fortran_qvcenter,RL_fortran_qvdata,RT_fortran_qvdata,bin_centering_correction,Hbc_Sig(GeV),Hbc_error(GeV)
6,12,0.24,60.0,0.0179,32820.3165,1320.0,1,1.047197551,0.25,0.75,0.333333333,0.99185,0.002432,0.002549124,0.015350876,2.894010933,0.0031,0.2431,0.2221,0.2252,1.026000174,0.053304,0.05474612,0.05506653,0.234662588,0.861425687,0.598598644,-0.000177441,-184964500.9,-7439085.517,0.002774966,0.00273958,223.9207071,218.2462663,7349148.478,295575.3334,18.87402106,0.759094075,7162911.534,288085.0715,18.39572891,0.739857648,0.045~0.070,0.056,0.223~0.270,0.24,0.0233,0.00313,0.0237,0.00524,1.0,18.39572891,0.739857648
6,12,0.1405,135.0,0.02096,6041.457,180.9,16,2.35619449,0.853553391,0.146446609,5.828427125,1.0019,0.0029024,0.002951407,0.018008593,2.894010933,0.0031,0.1436,0.11954,0.12264,1.044614936,0.05734298,0.06012807,0.060567392,0.246104433,0.861793085,0.078480466,-6.43e-05,-93920781.68,-2812280.118,0.000135633,0.000132705,613.3054924,587.111548,3705258.76,110946.9636,9.515814259,0.284933055,3547009.171,106208.479,9.109399001,0.272763719,0.045~0.070,0.056,0.223~0.270,0.24,0.0237,0.0093,0.0232,0.00972,1.0,9.109399001,0.272763719
6,12,0.25,60.0,0.02032,21941.61,657.0,16,1.047197551,0.25,0.75,0.333333333,1.0019,0.0029024,0.002764753,0.017555247,2.894010933,0.0031,0.2531,0.22968,0.23278,1.02495376,0.05742,0.058916618,0.05932952,0.243576519,0.861802059,0.598322722,-0.000160586,-136634326.8,-4091256.418,0.002557408,0.002526085,243.1676082,237.2473937,5335488.824,159761.1186,13.70255734,0.410297156,5205589.786,155871.5377,13.36895173,0.400307967,0.045~0.070,0.056,0.223~0.270,0.24,0.0121,0.00722,0.0103,0.00595,1.0,13.36895173,0.400307967
6,12,0.25,60.0,0.02032,20739.33,621.0,16,1.047197551,0.25,0.75,0.333333333,1.0019,0.0029024,0.002764753,0.017555247,2.894010933,0.0031,0.2531,0.22968,0.23278,1.02495376,0.05742,0.058916618,0.05932952,0.243576519,0.861802059,0.598322722,-0.000160586,-129147514.4,-3867077.984,0.002557408,0.002526085,243.1676082,237.2473937,5043133.272,151007.0847,12.95173228,0.38781512,4920351.989,147330.6315,12.63640643,0.378373284,0.045~0.070,0.056,0.223~0.270,0.24,0.0121,0.00722,0.0103,0.00595,1.0,12.63640643,0.378373284
6,12,0.1485,135.0,0.0241,4499.0,303.5,18,2.35619449,0.853553391,0.146446609,5.828427125,1.1,0.1,0.00329314,0.02080686,2.894010933,0.0031,0.1516,0.1244,0.1275,1.042186625,0.063072133,0.065993334,0.066574144,0.258019658,0.861827479,0.078373304,-5.75e-05,-78181133.96,-5274055.158,0.000121413,0.00011893,684.6376711,656.9242539,3080184.882,207787.5332,7.910504804,0.533638188,2955502.219,199376.5111,7.59029584,0.512037072,0.045~0.070,0.056,0.223~0.270,0.24,0.027,0.0079,0.0207,0.00875,1.0,7.59029584,0.512037072
6,12,0.25,60.0,0.0205,21741.23,651.0,16,1.047197551,0.25,0.75,0.333333333,1.0019,0.0029024,0.002764753,0.017735247,2.894010933,0.0031,0.2531,0.2295,0.2326,1.02495376,0.057375,0.05887106,0.05929131,0.24349807,0.862185814,0.598291642,-0.000157603,-137949756.5,-4130644.469,0.002557408,0.002526085,243.2178733,237.296435,5287855.724,158334.8355,13.58022642,0.406634188,5159116.372,154479.9792,13.2495991,0.396734178,0.045~0.070,0.056,0.223~0.270,0.24,0.0166,0.00956,0.0144,0.00845,1.0,13.2495991,0.396734178
6,12,0.25,60.0,0.02054,22843.32,684.0,16,1.047197551,0.25,0.75,0.333333333,1.0019,0.0029024,0.002764753,0.017775247,2.894010933,0.0031,0.2531,0.22946,0.23256,1.02495376,0.057365,0.058860936,0.059282828,0.243480651,0.862271093,0.598284694,-0.000156939,-145554946.7,-4358367.503,0.002557408,0.002526085,243.229112,237.3074001,5556160.439,166368.7126,14.26928432,0.427266723,5420888.879,162318.2617,13.92188104,0.416864389,0.045~0.070,0.056,0.223~0.270,0.24,0.0177,0.00993,0.0154,0.00893,1.0,13.92188104,0.416864389
6,12,0.1405,135.0,0.02117,6197.7534,185.6,16,2.35619449,0.853553391,0.146446609,5.828427125,1.0019,0.0029024,0.002951407,0.018218593,2.894010933,0.0031,0.1436,0.11933,0.12243,1.044614936,0.057242244,0.060025111,0.06047328,0.245913155,0.862290607,0.078468985,-6.28e-05,-98719110.83,-2956275.571,0.000135633,0.000132705,613.4105062,587.2120767,3801767.051,113848.99,9.763666035,0.292386015,3639395.645,108986.5614,9.346665163,0.279898367,0.045~0.070,0.056,0.223~0.270,0.24,0.0207,0.00889,0.0224,0.0086,1.0,9.346665163,0.279898367
6,12,0.25,60.0,0.02073,23544.65,705.0,16,1.047197551,0.25,0.75,0.333333333,1.0019,0.0029024,0.002764753,0.017965247,2.894010933,0.0031,0.2531,0.22927,0.23237,1.02495376,0.0573175,0.058812847,0.05924258,0.243397987,0.862676168,0.598251482,-0.00015379,-153095765.8,-4584163.065,0.002557408,0.002526085,243.2828375,237.3598175,5728009.259,171514.4004,14.71062501,0.440481835,5588553.828,167338.6714,14.35247675,0.429757763,0.045~0.070,0.056,0.223~0.270,0.24,0.0223,0.0105,0.0206,0.0103,1.0,14.35247675,0.429757763
6,12,0.1405,135.0,0.02135,6538.3994,195.8,16,2.35619449,0.853553391,0.146446609,5.828427125,1.0019,0.0029024,0.002951407,0.018398593,2.894010933,0.0031,0.1436,0.11915,0.12225,1.044614936,0.057155898,0.059936861,0.060392683,0.245749228,0.862717055,0.078459032,-6.15e-05,-106386593.7,-3185870.696,0.000135633,0.000132705,613.5015745,587.2992555,4011318.326,120123.6083,10.30183385,0.308500436,3839997.1,114993.1942,9.861848124,0.29532455,0.045~0.070,0.056,0.223~0.270,0.24,0.0176,0.0114,0.0191,0.0092,1.0,9.861848124,0.29532455
6,12,0.25,60.0,0.02078,24947.31,747.0,16,1.047197551,0.25,0.75,0.333333333,1.0019,0.0029024,0.002764753,0.018015247,2.894010933,0.0031,0.2531,0.22922,0.23232,1.02495376,0.057305,0.058800192,0.059232,0.243376253,0.862782766,0.598242685,-0.000152962,-163095161.6,-4883576.054,0.002557408,0.002526085,243.2970697,237.3737033,6069607.419,181742.911,15.58791452,0.466750609,5921835.361,177318.1563,15.20840757,0.455386992,0.045~0.070,0.056,0.223~0.270,0.24,0.0231,0.0104,0.0217,0.0103,1.0,15.20840757,0.455386992
6,12,0.1485,135.0,0.0245,4222.9,375.0,18,2.35619449,0.853553391,0.146446609,5.828427125,1.1,0.1,0.00329314,0.02120686,2.894010933,0.0031,0.1516,0.124,0.1271,1.042186625,0.062869329,0.065786296,0.066386546,0.257655867,0.862786066,0.07835017,-5.49e-05,-76946173.98,-6832938.322,0.000121413,0.00011893,684.8742069,657.151215,2892155.288,256827.8276,7.427608788,0.659583058,2775083.866,246431.7056,7.12694695,0.632883825,0.045~0.070,0.056,0.223~0.270,0.24,0.0288,0.00841,0.0224,0.00718,1.0,7.12694695,0.632883825
6,12,0.25,60.0,0.0209,27051.3,810.0,16,1.047197551,0.25,0.75,0.333333333,1.0019,0.0029024,0.002764753,0.018135247,2.894010933,0.0031,0.2531,0.2291,0.2322,1.02495376,0.057275,0.05876982,0.05920663,0.243324125,0.863038603,0.598221474,-0.000150973,-179179712.2,-5365197.492,0.002557408,0.002526085,243.3313869,237.407185,6582430.348,197098.4234,16.90494203,0.506186507,6422172.984,192299.8199,16.49337043,0.493862774,0.045~0.070,0.056,0.223~0.270,0.24,0.0239,0.0097,0.0234,0.00992,1.0,16.49337043,0.493862774
6,12,0.25,60.0,0.02097,28954.91,867.0,16,1.047197551,0.25,0.75,0.333333333,1.0019,0.0029024,0.002764753,0.018205247,2.894010933,0.0031,0.2531,0.22903,0.23213,1.02495376,0.0572575,0.058752103,0.059191844,0.24329374,0.863187841,0.598209038,-0.000149813,-193273653.8,-5787213.908,0.002557408,0.002526085,243.3515097,237.4268179,7046221.063,210985.7589,18.09604543,0.541851844,6874672.144,205849.0511,17.65547495,0.528659795,0.045~0.070,0.056,0.223~0.270,0.24,0.0236,0.00924,0.0237,0.0095,1.0,17.65547495,0.528659795
6,12,0.1405,135.0,0.02156,6422.179,192.3,16,2.35619449,0.853553391,0.146446609,5.828427125,1.0019,0.0029024,0.002951407,0.018608593,2.894010933,0.0031,0.1436,0.11894,0.12204,1.044614936,0.057055162,0.059833901,0.060298735,0.245558008,0.863214577,0.078447288,-5.99e-05,-107187112.1,-3209515.284,0.000135633,0.000132705,613.6090592,587.4021496,3940707.214,117997.0221,10.12049099,0.303038956,3772401.75,112957.4334,9.688250318,0.290096327,0.045~0.070,0.056,0.223~0.270,0.24,0.0157,0.0188,0.0158,0.0141,1.0,9.688250318,0.290096327
6,12,0.25,60.0,0.02116,31960.61,957.0,16,1.047197551,0.25,0.75,0.333333333,1.0019,0.0029024,0.002764753,0.018395247,2.894010933,0.0031,0.2531,0.22884,0.23194,1.02495376,0.05721,0.058704014,0.05915176,0.243211348,0.863592916,0.598175046,-0.000146665,-217916077.8,-6525084.673,0.002557408,0.002526085,243.4065172,237.4804862,7779420.769,232940.037,19.97904273,0.598234636,7590021.202,227268.8253,19.49262836,0.583669878,0.045~0.070,0.056,0.223~0.270,0.24,0.0209,0.00885,0.0218,0.00862,1.0,19.49262836,0.583669878
6,12,0.1405,135.0,0.02173,7646.5008,229.0,16,2.35619449,0.853553391,0.146446609,5.828427125,1.0019,0.0029024,0.002951407,0.018778593,2.894010933,0.0031,0.1436,0.11877,0.12187,1.044614936,0.056973613,0.059750554,0.060222747,0.245403233,0.863617333,0.078437676,-5.87e-05,-130338913.1,-3903433.987,0.000135633,0.000132705,613.6970521,587.4863844,4692635.0,140536.6249,12.05158558,0.360924973,4492215.108,134534.382,11.53686891,0.345510064,0.045~0.070,0.056,0.223~0.270,0.24,0.0159,0.0272,0.0149,0.0216,1.0,11.53686891,0.345510064
6,12,0.25,60.0,0.02119,33363.27,999.0,16,1.047197551,0.25,0.75,0.333333333,1.0019,0.0029024,0.002764753,0.018425247,2.894010933,0.0031,0.2531,0.22881,0.23191,1.02495376,0.0572025,0.058696421,0.059145437,0.243198349,0.863656875,0.598169648,-0.000146168,-228253357.8,-6834614.966,0.002557408,0.002526085,243.4152546,237.4890108,8121128.862,243171.8394,20.85661456,0.624511864,7923409.99,237251.5218,20.34883463,0.609307355,0.045~0.070,0.056,0.223~0.270,0.24,0.0203,0.00901,0.0213,0.00864,1.0,20.34883463,0.609307355
6,12,0.1405,135.0,0.02177,8790.6706,263.2,16,2.35619449,0.853553391,0.146446609,5.828427125,1.0019,0.0029024,0.002951407,0.018818593,2.894010933,0.0031,0.1436,0.11873,0.12183,1.044614936,0.056954425,0.059730942,0.060204875,0.245366818,0.863712099,0.078435401,-5.84e-05,-150596500.3,-4508984.659,0.000135633,0.000132705,613.7178844,587.5063269,5394991.763,161530.5472,13.85537229,0.414841387,5164574.595,154631.6652,13.26361686,0.397123737,0.045~0.070,0.056,0.223~0.270,0.24,0.0161,0.0292,0.0149,0.0236,1.0,13.26361686,0.397123737
6,12,0.25,60.0,0.02129,35467.26,1062.0,16,1.047197551,0.25,0.75,0.333333333,1.0019,0.0029024,0.002764753,0.018525247,2.894010933,0.0031,0.2531,0.22871,0.23181,1.02495376,0.0571775,0.058671111,0.059124375,0.243155043,0.863870072,0.59815159,-0.000144511,-245429605.7,-7348925.215,0.002557408,0.002526085,243.4444817,237.5175263,8634308.727,258538.0395,22.17455876,0.66397521,8424095.861,252243.613,21.63469185,0.647809917,0.045~0.070,0.056,0.223~0.270,0.24,0.0185,0.0102,0.0194,0.00922,1.0,21.63469185,0.647809917
6,12,0.1405,135.0,0.02185,10910.691,326.6,16,2.35619449,0.853553391,0.146446609,5.828427125,1.0019,0.0029024,0.002951407,0.018898593,2.894010933,0.0031,0.1436,0.11865,0.12175,1.044614936,0.05691605,0.05969172,0.060169142,0.245293992,0.863901631,0.078430835,-5.78e-05,-188817084.6,-5652039.803,0.000135633,0.000132705,613.7596956,587.5463524,6696542.387,200453.9166,17.19800361,0.514804056,6410536.699,191892.6387,16.46348622,0.492817054,0.045~0.070,0.056,0.223~0.270,0.24,0.0167,0.0329,0.0151,0.0278,1.0,16.46348622,0.492817054
6,12,0.25,60.0,0.02134,37471.06,1122.0,16,1.047197551,0.25,0.75,0.333333333,1.0019,0.0029024,0.002764753,0.018575247,2.894010933,0.0031,0.2531,0.22866,0.23176,1.02495376,0.057165,0.058658456,0.059113852,0.243133403,0.863976671,0.598142525,-0.000143683,-260790555.1,-7808879.78,0.002557408,0.002526085,243.4591544,237.5318418,9122672.582,273161.1712,23.42877069,0.701530213,8900569.897,266510.7265,22.85836845,0.684450597,0.045~0.070,0.056,0.223~0.270,0.24,0.0177,0.0112,0.0185,0.00987,1.0,22.85836845,0.684450597
6,12,0.1405,135.0,0.02191,12153.047,364.0,16,2.35619449,0.853553391,0.146446609,5.828427125,1.0019,0.0029024,0.002951407,0.018958593,2.894010933,0.0031,0.1436,0.11859,0.12169,1.044614936,0.056887268,0.059662303,0.060142351,0.245239375,0.864043781,0.078427397,-5.73e-05,-211934059.5,-6347708.328,0.000135633,0.000132705,613.7911825,587.5764946,7459433.09,223419.9904,19.15725307,0.573785333,7140844.754,213877.844,18.3390572,0.549279273,0.045~0.070,0.056,0.223~0.270,0.24,0.0173,0.0353,0.0155,0.0309,1.0,18.3390572,0.549279273
6,12,0.25,60.0,0.02146,36068.4,1080.0,16,1.047197551,0.25,0.75,0.333333333,1.0019,0.0029024,0.002764753,0.018695247,2.894010933,0.0031,0.2531,0.22854,0.23164,1.02495376,0.057135,0.058628084,0.059088616,0.2430815,0.864232507,0.598120672,-0.000141695,-254550160.1,-7622022.959,0.002557408,0.002526085,243.4945301,237.5663563,8782458.11,262974.0925,22.55503475,0.675367844,8568638.365,256571.6648,22.00590469,0.658925183,0.045~0.070,0.056,0.223~0.270,0.24,0.0163,0.0147,0.0166,0.0126,1.0,22.00590469,0.658925183
6,12,0.1405,135.0,0.02199,13796.163,413.0,16,2.35619449,0.853553391,0.146446609,5.828427125,1.0019,0.0029024,0.002951407,0.019038593,2.894010933,0.0031,0.1436,0.11851,0.12161,1.044614936,0.056848892,0.059623081,0.060106641,0.245166557,0.864233313,0.078422794,-5.68e-05,-243080026.0,-7276809.555,0.000135633,0.000132705,613.8333369,587.6168485,8468544.77,253513.1681,21.74884517,0.651070378,8106857.823,242685.7584,20.8199638,0.623263515,0.045~0.070,0.056,0.223~0.270,0.24,0.0182,0.0377,0.0162,0.0346,1.0,20.8199638,0.623263515
6,12,0.25,60.0,0.0215,36869.92,1104.0,16,1.047197551,0.25,0.75,0.333333333,1.0019,0.0029024,0.002764753,0.018735247,2.894010933,0.0031,0.2531,0.2285,0.2316,1.02495376,0.057125,0.05861796,0.05908021,0.24306421,0.864317786,0.598113357,-0.000141032,-261429341.5,-7828007.031,0.002557408,0.002526085,243.5063727,237.5779105,8978060.479,268831.0354,23.05737911,0.690409595,8759478.554,262286.0132,22.49601885,0.673600724,0.045~0.070,0.056,0.223~0.270,0.24,0.016,0.0163,0.0162,0.0139,1.0,22.49601885,0.673600724
6,12,0.25,60.0,0.0217,37370.87,1119.0,16,1.047197551,0.25,0.75,0.333333333,1.0019,0.0029024,0.002764753,0.018935247,2.894010933,0.0031,0.2531,0.2283,0.2314,1.02495376,0.057075,0.05856734,0.05903823,0.242977838,0.86474418,0.598076551,-0.000137719,-271355272.1,-8125220.246,0.002557408,0.002526085,243.5659656,237.6360526,9102272.037,272550.3155,23.37637818,0.699961419,8880666.029,265914.7428,22.8072515,0.682919997,0.045~0.070,0.056,0.223~0.270,0.24,0.0158,0.0257,0.0152,0.0226,1.0,22.8072515,0.682919997
6,12,0.25,60.0,0.02172,36068.4,1080.0,16,1.047197551,0.25,0.75,0.333333333,1.0019,0.0029024,0.002764753,0.018955247,2.894010933,0.0031,0.2531,0.22828,0.23138,1.02495376,0.05707,0.058562278,0.059034036,0.242969209,0.86478682,0.598072849,-0.000137388,-262529291.9,-7860942.964,0.002557408,0.002526085,243.5719598,237.6419009,8785250.875,263057.7166,22.56220711,0.675582606,8571363.137,256653.2529,22.01290243,0.659134717,0.045~0.070,0.056,0.223~0.270,0.24,0.0158,0.0267,0.0152,0.0236,1.0,22.01290243,0.659134717
6,12,0.1405,135.0,0.02228,13605.802,407.5,16,2.35619449,0.853553391,0.146446609,5.828427125,1.0019,0.0029024,0.002951407,0.019328593,2.894010933,0.0031,0.1436,0.11822,0.12132,1.044614936,0.05670978,0.059480899,0.059977298,0.244902629,0.864920367,0.078405934,-5.46e-05,-249078337.4,-7460010.258,0.000135633,0.000132705,613.9877971,587.7647118,8353796.398,250200.0273,21.45414937,0.642561597,7997010.292,239514.1201,20.5378543,0.615118141,0.045~0.070,0.056,0.223~0.270,0.24,0.0226,0.0368,0.0201,0.0395,1.0,20.5378543,0.615118141
6,12,0.25,60.0,0.02185,37070.3,1110.0,16,1.047197551,0.25,0.75,0.333333333,1.0019,0.0029024,0.002764753,0.019085247,2.894010933,0.0031,0.2531,0.22815,0.23125,1.02495376,0.0570375,0.058529375,0.059006797,0.242913148,0.865063976,0.598048693,-0.000135235,-274117412.8,-8207927.321,0.002557408,0.002526085,243.611077,237.6800657,9030735.709,270408.2955,23.19265919,0.694460301,8810871.341,263824.873,22.62800537,0.677552811,0.045~0.070,0.056,0.223~0.270,0.24,0.0167,0.0329,0.0158,0.0303,1.0,22.62800537,0.677552811
6,12,0.1405,135.0,0.0224,12593.883,377.0,16,2.35619449,0.853553391,0.146446609,5.828427125,1.0019,0.0029024,0.002951407,0.019448593,2.894010933,0.0031,0.1436,0.1181,0.1212,1.044614936,0.056652216,0.059422065,0.059923825,0.244793434,0.865204666,0.078398877,-5.37e-05,-234336220.6,-7014894.068,0.000135633,0.000132705,614.0524717,587.8266242,7733304.985,231497.7818,19.86060856,0.594530648,7403019.73,221610.6373,19.01237275,0.569138567,0.045~0.070,0.056,0.223~0.270,0.24,0.0242,0.0327,0.0219,0.0368,1.0,19.01237275,0.569138567
6,12,0.25,60.0,0.02195,37771.63,1131.0,16,1.047197551,0.25,0.75,0.333333333,1.0019,0.0029024,0.002764753,0.019185247,2.894010933,0.0031,0.2531,0.22805,0.23115,1.02495376,0.0570125,0.058504065,0.058985867,0.242870063,0.865277173,0.598030001,-0.000133579,-282765985.4,-8466892.466,0.002557408,0.002526085,243.6413502,237.7096018,9202730.932,275558.367,23.63437587,0.707686671,8978679.127,268849.5597,23.05896791,0.690457169,0.045~0.070,0.056,0.223~0.270,0.24,0.0177,0.0367,0.0166,0.0348,1.0,23.05896791,0.690457169
6,12,0.1485,135.0,0.0256,4400.0,393.0,18,2.35619449,0.853553391,0.146446609,5.828427125,1.1,0.1,0.00329314,0.02230686,2.894010933,0.0031,0.1516,0.1229,0.126,1.042186625,0.062311617,0.065216942,0.065872302,0.256655999,0.86542218,0.078284057,-4.76e-05,-92526300.39,-8264280.921,0.000121413,0.00011893,685.5509449,657.8005594,3016424.158,269421.5214,7.74675505,0.691926076,2894322.462,258515.6199,7.433174505,0.663917632,0.045~0.070,0.056,0.223~0.270,0.24,0.0324,0.0102,0.0263,0.00872,1.0,7.433174505,0.663917632
6,12,0.25,60.0,0.02202,39775.43,1191.0,16,1.047197551,0.25,0.75,0.333333333,1.0019,0.0029024,0.002764753,0.019255247,2.894010933,0.0031,0.2531,0.22798,0.23108,1.02495376,0.056995,0.058486348,0.058971228,0.242839923,0.865426412,0.598016859,-0.00013242,-300373311.9,-8994110.546,0.002557408,0.002526085,243.6626362,237.7303696,9691786.128,290202.1997,24.89036329,0.745294839,9455827.674,283136.8702,24.28437678,0.727149719,0.045~0.070,0.056,0.223~0.270,0.24,0.0186,0.0384,0.0174,0.0372,1.0,24.28437678,0.727149719
6,12,0.25,60.0,0.02205,41178.09,1233.0,16,1.047197551,0.25,0.75,0.333333333,1.0019,0.0029024,0.002764753,0.019285247,2.894010933,0.0031,0.2531,0.22795,0.23105,1.02495376,0.0569875,0.058478755,0.058964957,0.242827011,0.865490371,0.598011212,-0.000131923,-312136748.6,-9346344.403,0.002557408,0.002526085,243.6717826,237.7392934,10033938.6,300447.308,25.76907637,0.771606239,9789650.019,293132.5487,25.14169651,0.752820536,0.045~0.070,0.056,0.223~0.270,0.24,0.019,0.0388,0.0178,0.038,1.0,25.14169651,0.752820536
6,12,0.1405,135.0,0.02253,11091.033,332.0,16,2.35619449,0.853553391,0.146446609,5.828427125,1.0019,0.0029024,0.002951407,0.019578593,2.894010933,0.0031,0.1436,0.11797,0.12107,1.044614936,0.056589856,0.059358329,0.05986593,0.244675151,0.865512655,0.078391178,-5.28e-05,-210107083.4,-6289364.722,0.000135633,0.000132705,614.1230402,587.8941787,6811258.904,203888.8493,17.4926176,0.523625621,6520353.737,195180.8673,16.74551741,0.501261855,0.045~0.070,0.056,0.223~0.270,0.24,0.0254,0.0273,0.0236,0.0319,1.0,16.74551741,0.501261855
6,12,0.25,60.0,0.0221,42981.51,1287.0,16,1.047197551,0.25,0.75,0.333333333,1.0019,0.0029024,0.002764753,0.019335247,2.894010933,0.0031,0.2531,0.2279,0.231,1.02495376,0.056975,0.0584661,0.05895451,0.242805498,0.865596969,0.598001782,-0.000131095,-327864506.7,-9817282.364,0.002557408,0.002526085,243.6870587,237.7541975,10474037.75,313625.2445,26.8993353,0.805449705,10219034.42,305989.6522,26.2444379,0.785840041,0.045~0.070,0.056,0.223~0.270,0.24,0.0198,0.0392,0.0184,0.039,1.0,26.2444379,0.785840041
6,12,0.25,60.0,0.02217,44684.74,1338.0,16,1.047197551,0.25,0.75,0.333333333,1.0019,0.0029024,0.002764753,0.019405247,2.894010933,0.0031,0.2531,0.22783,0.23093,1.02495376,0.0569575,0.058448383,0.058939892,0.242775394,0.865746207,0.597988538,-0.000129936,-343897159.8,-10297349.83,0.002557408,0.002526085,243.7085122,237.7751287,10890051.51,326081.9894,27.96773831,0.837441011,10624919.81,318143.1223,27.28682932,0.81705248,0.045~0.070,0.056,0.223~0.270,0.24,0.0208,0.039,0.0195,0.0396,1.0,27.28682932,0.81705248
6,12,0.25,60.0,0.0222,46187.59,1383.0,16,1.047197551,0.25,0.75,0.333333333,1.0019,0.0029024,0.002764753,0.019435247,2.894010933,0.0031,0.2531,0.2278,0.2309,1.02495376,0.05695,0.05844079,0.05893363,0.242762497,0.865810166,0.597982848,-0.00012944,-356827215.8,-10684515.89,0.002557408,0.002526085,243.7177306,237.7841227,11256734.62,337061.6214,28.90945078,0.86563881,10982675.57,328855.4416,28.20561464,0.844563768,0.045~0.070,0.056,0.223~0.270,0.24,0.0213,0.0386,0.0199,0.0395,1.0,28.20561464,0.844563768
6,12,0.1405,135.0,0.02269,9364.7593,280.4,16,2.35619449,0.853553391,0.146446609,5.828427125,1.0019,0.0029024,0.002951407,0.019738593,2.894010933,0.0031,0.1436,0.11781,0.12091,1.044614936,0.056513104,0.059279884,0.05979472,0.244529589,0.86589172,0.078381626,-5.16e-05,-181445987.8,-5432863.073,0.000135633,0.000132705,614.210616,587.9780143,5751934.579,172224.6567,14.77206981,0.442305909,5506272.577,164869.0352,14.14116274,0.423415264,0.045~0.070,0.056,0.223~0.270,0.24,0.0258,0.0213,0.0248,0.025,1.0,14.14116274,0.423415264
6,12,0.25,60.0,0.02232,48091.2,1440.0,16,1.047197551,0.25,0.75,0.333333333,1.0019,0.0029024,0.002764753,0.019555247,2.894010933,0.0031,0.2531,0.22768,0.23078,1.02495376,0.05692,0.058410418,0.0589086,0.24271094,0.866066003,0.59796,-0.000127453,-377325022.0,-11298283.92,0.002557408,0.002526085,243.7547479,237.8202388,11722458.33,351006.837,30.1055185,0.901452795,11437060.67,342461.1438,29.37256262,0.879505818,0.045~0.070,0.056,0.223~0.270,0.24,0.0231,0.0356,0.0218,0.0376,1.0,29.37256262,0.879505818
6,12,0.25,60.0,0.02233,50095.0,1500.0,16,1.047197551,0.25,0.75,0.333333333,1.0019,0.0029024,0.002764753,0.019565247,2.894010933,0.0031,0.2531,0.22767,0.23077,1.02495376,0.0569175,0.058407887,0.058906516,0.242706646,0.866087323,0.59795809,-0.000127287,-393558086.3,-11784352.32,0.002557408,0.002526085,243.7578431,237.8232586,12211049.15,365636.7647,31.36031331,0.939025251,11913756.14,356734.8879,30.59680791,0.916163527,0.045~0.070,0.056,0.223~0.270,0.24,0.0233,0.0353,0.0219,0.0373,1.0,30.59680791,0.916163527
6,12,0.4,36.0,0.0225,109996.165,5260.0,1,0.628318531,0.095491503,0.904508497,0.105572809,0.99185,0.002432,0.002715142,0.019784858,2.894010933,0.0031,0.4031,0.3775,0.3806,1.015560062,0.057676868,0.058601172,0.059107422,0.24312018,0.866213446,0.824422912,-0.000297154,-370165485.2,-17701257.6,0.008257757,0.008194251,103.1489977,101.5685842,11345994.17,542563.7277,29.13868641,1.393407584,11172154.74,534250.7526,28.69223346,1.372058271,0.045~0.070,0.056,0.223~0.270,0.24,0.0252,0.0285,0.024,0.0316,1.0,28.69223346,1.372058271
6,12,0.25,60.0,0.0224,49594.05,1485.0,16,1.047197551,0.25,0.75,0.333333333,1.0019,0.0029024,0.002764753,0.019635247,2.894010933,0.0031,0.2531,0.2276,0.2307,1.02495376,0.0569,0.05839017,0.05889193,0.242676595,0.866236561,0.59794469,-0.000126129,-393202127.6,-11773693.81,0.002557408,0.002526085,243.7795542,237.8444411,12090015.4,362012.6381,31.04947546,0.9297178,11795669.11,353198.9951,30.29353779,0.907082677,0.045~0.070,0.056,0.223~0.270,0.24,0.0242,0.0327,0.023,0.0351,1.0,30.29353779,0.907082677
6,12,0.1405,135.0,0.02293,7455.1379,223.2,16,2.35619449,0.853553391,0.146446609,5.828427125,1.0019,0.0029024,0.002951407,0.019978593,2.894010933,0.0031,0.1436,0.11757,0.12067,1.044614936,0.056397977,0.059162216,0.059688001,0.24431128,0.866460317,0.078367138,-4.98e-05,-149556447.9,-4477583.06,0.000135633,0.000132705,614.3434811,588.1052047,4580015.369,137121.465,11.7623568,0.352154188,4384405.401,131265.0817,11.25999293,0.337113874,0.045~0.070,0.056,0.223~0.270,0.24,0.025,0.0163,0.0245,0.0178,1.0,11.25999293,0.337113874
6,12,0.25,60.0,0.02252,48592.15,1455.0,16,1.047197551,0.25,0.75,0.333333333,1.0019,0.0029024,0.002764753,0.019755247,2.894010933,0.0031,0.2531,0.22748,0.23058,1.02495376,0.05687,0.058359798,0.058866948,0.242625119,0.866492398,0.597921609,-0.000124142,-391423052.1,-11720422.76,0.002557408,0.002526085,243.8169562,237.8809325,11847590.11,354753.6712,30.42688087,0.911075383,11559145.95,346116.7568,29.68610103,0.888894132,0.045~0.070,0.056,0.223~0.270,0.24,0.0253,0.0277,0.0244,0.0303,1.0,29.68610103,0.888894132
