Z,A,E0,ThetaDeg,nu,cross,error,dataSet,ThetaRad,sin2(T/2),cos2(T/2),tan2(T/2),normalization,normError,nu_elastic,Ex,R,Veff,Eeff,Eprime,Eprime_eff,F2foc,Q2,Q2eff,q3momt_squared,q3momt,W2,epsilon,gamma,Sig_R,D_sig_R,Sig_mott,Sig_mott_eff,H,Hcc,Hstar_Sig(nb),Hstar_error(nb),Hstar_Sig(GeV),Hstar_error(GeV),Hcc_Sig(nb),Hcc_error(nb),Hcc_Sig(GeV),Hcc_error(GeV),bin,Q2center,qvbin,qvcenter,RL_fortran_qvcenter,RT_fortran_qvcenter,RL_fortran_qvdata,RT_fortran_qvdata
6,12,0.12,135.0,0.04191,9203.4534,275.6,16,2.356194490192345,0.8535533905932737,0.1464466094067263,5.82842712474619,1.0019,0.0029024,0.0021595937372930335,0.03975040626270697,2.894010933453939,0.0031,0.1231,0.07808999999999999,0.08119,1.052334027777778,0.031993912450285794,0.03412331989278871,0.03587976799278871,0.18941955546560843,0.9271602037232112,0.07543256533371247,0.0001883282583433358,48869211.03056903,1463402.2659390904,0.00018593207658523567,0.00018124979033491695,472.0139878189084,448.5400788717856,4344158.741039491,130087.05504289117,11.156631794433292,0.3340884762393446,4128117.713928804,123617.64573706413,10.601797052968855,0.3174737938911297,0.025~0.035,0.026,0.186~0.223,0.205,0.0353,0.0165,0.0349,0.0152
6,12,0.12,135.0,0.0421,9231.5066,276.4,16,2.356194490192345,0.8535533905932737,0.1464466094067263,5.82842712474619,1.0019,0.0029024,0.0021595937372930335,0.039940406262706965,2.894010933453939,0.0031,0.1231,0.0779,0.081,1.052334027777778,0.031916068381063686,0.034043464851778366,0.03581587485177837,0.1892508252340749,0.9275970444442215,0.07539347783540194,0.0001901639901174347,48544977.38661844,1453482.3329554177,0.00018593207658523572,0.00018124979033491703,472.2986336617648,448.8105688828875,4360027.953819565,130543.34234411179,11.197386972687305,0.33526030943321544,4143197.7287921305,124051.24123923009,10.640525419797472,0.3185873501982895,0.025~0.035,0.026,0.186~0.223,0.205,0.0352,0.0165,0.0348,0.0152
6,12,0.32,36.0,0.0425,186467.8,10770.0,1,0.6283185307179586,0.09549150281252627,0.9045084971874736,0.10557280900008409,0.99185,0.002432,0.0017400534240015197,0.04075994657599848,2.894010933453939,0.0031,0.3231,0.2775,0.2806,1.0194688476562501,0.033918581799009334,0.03462974903671546,0.03643599903671546,0.1908821600797609,0.9277623090592845,0.8182243144029655,0.001239817614618428,150399379.55502284,8686761.563163163,0.012902744945667996,0.012778948878408415,71.56932203469592,70.202559106375,13345374.02730127,770801.598313675,34.273476881732606,1.9795661557451751,13090516.750935713,756081.5615756589,33.61895457671613,1.9417622816981415,0.025~0.035,0.026,0.186~0.223,0.205,0.0347,0.0166,0.0343,0.0153
6,12,0.1597,90.0,0.0472,19231.9715,1380.0,1,1.5707963267948966,0.4999999999999999,0.5000000000000001,0.9999999999999998,0.99185,0.002432,0.0022494941654833123,0.04495050583451669,2.894010933453939,0.0031,0.1628,0.11250000000000002,0.11560000000000002,1.0391995950453436,0.0359325,0.037639360000000004,0.039867200000000005,0.19966772398161903,0.9335833964959999,0.32067951133200473,0.0002843989922305079,67623205.5154834,4852337.869332174,0.001044525478040716,0.0010246358651296215,357.93004358757184,344.42858262656864,6883700.397269939,493943.46015084913,17.678661230772168,1.2685414232475123,6624040.684859563,475311.4440246647,17.011805350059618,1.2206908367705451,0.035~0.045,0.04,0.186~0.223,0.205,0.0324,0.0165,0.0322,0.0159
6,12,0.24,60.0,0.0529,43393.4375,1410.0,1,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.99185,0.002432,0.0025491237387148258,0.05035087626128518,2.894010933453939,0.0031,0.24309999999999998,0.1871,0.19019999999999998,1.026000173611111,0.044903999999999986,0.046237619999999986,0.04903602999999999,0.2214408047311967,0.935694706896,0.5858179650967638,0.0004329191356188608,100234510.16543491,3256959.2886773082,0.0027749658124211927,0.002739579576228245,243.60833553913102,237.43498471518473,10571003.082696311,343487.75311017473,27.14836085000925,0.8821423469508043,10303120.169551823,334783.32844841044,26.46038621461228,0.8597877170390872,0.035~0.045,0.04,0.186~0.223,0.205,0.0297,0.0156,0.0304,0.0176
6,12,0.32,36.0,0.0475,174466.415,10270.0,1,0.6283185307179586,0.09549150281252627,0.9045084971874736,0.10557280900008409,0.99185,0.002432,0.0017400534240015197,0.04575994657599848,2.894010933453939,0.0031,0.3231,0.2725,0.2756,1.0194688476562501,0.03330743618100917,0.03401268294554091,0.03626893294554091,0.19044404150705507,0.9377737351504589,0.8162251997431292,0.0014978189135797758,116480312.4184262,6856636.611334262,0.012902744945667996,0.012778948878408415,73.33134005902383,71.93092778422012,12793856.007243777,753112.8624061748,32.85707295992196,1.9341380935602908,12549531.098136777,738730.6283439406,32.2295997915582,1.8972017614926213,0.025~0.035,0.026,0.186~0.223,0.205,0.032,0.0164,0.031,0.0147
6,12,0.1597,90.0,0.0522,17089.5755,1350.0,1,1.5707963267948966,0.4999999999999999,0.5000000000000001,0.9999999999999998,0.99185,0.002432,0.0022494941654833123,0.04995050583451669,2.894010933453939,0.0031,0.1628,0.10750000000000001,0.11060000000000002,1.0391995950453436,0.0343355,0.03601136,0.0387362,0.19681514169392555,0.9446057564959999,0.31732610903974284,0.0003441136959215866,49662584.49618411,3923121.9681172627,0.0010445254780407159,0.0010246358651296212,365.2924701654014,351.51329148609085,6242693.248473125,493144.8347232919,16.032432084225295,1.2664904001684625,6007212.934105056,474542.9435062226,15.427673529381766,1.2187171802286947,0.025~0.035,0.026,0.186~0.223,0.205,0.0299,0.0157,0.0291,0.0145
6,12,0.24,60.0,0.0579,39307.0155,1390.0,1,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.99185,0.002432,0.0025491237387148258,0.055350876261285174,2.894010933453939,0.0031,0.24309999999999998,0.18209999999999998,0.18519999999999998,1.026000173611111,0.043703999999999986,0.045022119999999985,0.048374529999999985,0.21994210601883393,0.946304566896,0.5826461414861877,0.0005153844262853529,76267371.49064898,2697015.9149325923,0.0027749658124211927,0.002739579576228245,248.70029856404605,242.39791080026845,9775666.490511587,345693.415004024,25.105784130190518,0.8878069092008478,9527938.43699377,336933.09601237316,24.469571035088794,0.8653087319431164,0.035~0.045,0.04,0.186~0.223,0.205,0.0269,0.0142,0.0281,0.0164
6,12,0.32,36.0,0.0525,150463.645,9410.0,1,0.6283185307179586,0.09549150281252627,0.9045084971874736,0.10557280900008409,0.99185,0.002432,0.0017400534240015197,0.05075994657599848,2.894010933453939,0.0031,0.3231,0.2675,0.2706,1.0194688476562501,0.032696290563009,0.033395616854366365,0.03615186685436637,0.1901364427309146,0.9477851612416336,0.8139530039866849,0.0017476984492260147,86092452.08556104,5384224.037142855,0.012902744945667993,0.01277894887840841,75.36569273282464,73.92643032309394,11339796.836530806,709191.1686158798,29.122770476518266,1.8213387704653632,11123240.16825124,695647.7093403139,28.566611469758254,1.7865565727217707,0.025~0.035,0.026,0.186~0.223,0.205,0.0294,0.0155,0.0278,0.0133
6,12,0.1597,90.0,0.0572,14520.684,1310.0,1,1.5707963267948966,0.4999999999999999,0.5000000000000001,0.9999999999999998,0.99185,0.002432,0.0022494941654833123,0.05495050583451669,2.894010933453939,0.0031,0.1628,0.10250000000000001,0.10560000000000001,1.0391995950453436,0.0327385,0.034383359999999995,0.03765519999999999,0.19404947822655952,0.955628116496,0.31344864101659026,0.00040293680211472697,36037125.23599562,3251130.184993645,0.001044525478040716,0.0010246358651296215,374.0241208369512,359.91557600696655,5431086.067051184,489971.5982964061,13.948069374524746,1.25834092117337,5226220.345875143,471489.4045691262,13.421934959391653,1.2108751073160924,0.025~0.035,0.026,0.186~0.223,0.205,0.0271,0.0143,0.0258,0.0126
6,12,0.24,60.0,0.0629,33405.508,1310.0,1,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.99185,0.002432,0.0025491237387148258,0.06035087626128517,2.894010933453939,0.0031,0.24309999999999998,0.17709999999999998,0.18019999999999997,1.026000173611111,0.042503999999999986,0.043806619999999984,0.047763029999999984,0.21854754631429743,0.9569144268959999,0.5790800733496333,0.0005960469282450178,56045097.150920905,2197813.524275888,0.0027749658124211927,0.002739579576228245,254.52630143596716,248.07627521166606,8502580.398829613,333429.454881117,21.836255180124738,0.8563107103763669,8287113.996193512,324979.9205272825,21.282896184383514,0.8346106876010507,0.035~0.045,0.04,0.186~0.223,0.205,0.0242,0.0126,0.0256,0.0147
6,12,0.32,36.0,0.0575,132610.345,8770.0,1,0.6283185307179586,0.09549150281252627,0.9045084971874736,0.10557280900008409,0.99185,0.002432,0.0017400534240015197,0.05575994657599848,2.894010933453939,0.0031,0.3231,0.2625,0.2656,1.0194688476562501,0.03208514494500883,0.03277855076319182,0.036084800763191816,0.1899599977974095,0.9577965873328081,0.811396493506568,0.0019885458554835104,66687094.30779312,4410257.865473056,0.012902744945667996,0.012778948878408415,77.69518418100297,76.21143535638535,10303185.179081347,681386.7652673961,26.46055317153703,1.7499317365804286,10106424.735555459,668374.2880754996,25.95523466201994,1.716513202540231,0.025~0.035,0.026,0.186~0.223,0.205,0.0267,0.0141,0.0247,0.0117
6,12,0.1485,135.0,0.0644,4479.200000000001,392.5,18,2.356194490192345,0.8535533905932737,0.1464466094067263,5.82842712474619,1.1,0.1,0.0032931398219000485,0.06110686017809995,2.894010933453939,0.0031,0.15159999999999998,0.0841,0.0872,1.0421866249475673,0.04263960104844322,0.04513426447206237,0.04928162447206237,0.2219946496473786,0.9584050904239375,0.07284384689196931,0.0002095198937245487,21378399.541805364,1873330.4652970629,0.00012141264056172925,0.0001189299282547282,745.4727191962836,715.2967629322517,3339121.403823994,292598.0422845413,8.575503392047166,0.7514478213472298,3203957.260526142,280753.9794509088,8.228375980624968,0.7210299991952356,0.035~0.045,0.04,0.186~0.223,0.205,0.0238,0.0123,0.0256,0.015
6,12,0.1485,135.0,0.0661,4380.200000000001,411.0,18,2.356194490192345,0.8535533905932737,0.1464466094067263,5.82842712474619,1.1,0.1,0.0032931398219000485,0.06280686017809996,2.894010933453939,0.0031,0.15159999999999998,0.08239999999999999,0.08549999999999999,1.0421866249475673,0.04177768283462213,0.044254353352767575,0.048623563352767574,0.22050751314358333,0.9624790839432323,0.07242320275763385,0.00022067110022866361,19849450.1339829,1862500.343606906,0.00012141264056172927,0.00011892992825472821,750.4830439176358,720.1042749472944,3287265.8289680285,308448.5310501483,8.442328342597143,0.7921549127454055,3154200.7451241394,295962.857003338,8.100591717939077,0.7600893100938223,0.035~0.045,0.04,0.186~0.223,0.205,0.023,0.0118,0.0247,0.0143
6,12,0.1597,90.0,0.0622,11902.2,1270.0,1,1.5707963267948966,0.4999999999999999,0.5000000000000001,0.9999999999999998,0.99185,0.002432,0.0022494941654833123,0.059950505834516686,2.894010933453939,0.0031,0.1628,0.0975,0.10060000000000001,1.0391995950453436,0.031141499999999996,0.03275536,0.036624199999999996,0.19137450195885553,0.9666504764959999,0.30900186936765267,0.00046071931067852577,25833950.789844252,2756559.0817749826,0.001044525478040716,0.0010246358651296215,384.3373381019212,369.83976892826956,4574459.865556687,488108.4193894399,11.748089197637547,1.2535559208381377,4401906.897738051,469696.50653890235,11.30494012281148,1.206270601735022,0.025~0.035,0.026,0.186~0.223,0.205,0.0244,0.0127,0.0225,0.0105
6,12,0.24,60.0,0.0679,29338.923,1250.0,1,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.99185,0.002432,0.0025491237387148258,0.06535087626128518,2.894010933453939,0.0031,0.24309999999999998,0.17209999999999998,0.17519999999999997,1.026000173611111,0.04130399999999999,0.04259111999999998,0.047201529999999985,0.21725913099338307,0.9675242868959999,0.5750986535834901,0.0006746939780816846,43484785.625947826,1852691.798960541,0.0027749658124211923,0.0027395795762282446,261.15971085789926,254.54158544507973,7662144.6475621695,326449.63857237407,19.677855180790196,0.8383852050734019,7467975.975671114,318176.98180634965,19.179192837299436,0.8171394378254544,0.035~0.045,0.04,0.186~0.223,0.205,0.0217,0.0109,0.0232,0.0129
6,12,0.32,36.0,0.0625,106623.875,7860.0,1,0.6283185307179586,0.09549150281252627,0.9045084971874736,0.10557280900008409,0.99185,0.002432,0.0017400534240015197,0.06075994657599848,2.894010933453939,0.0031,0.3231,0.2575,0.2606,1.0194688476562501,0.03147399932700866,0.03216148467201727,0.03606773467201727,0.1899150722613065,0.9678080134239826,0.8085441684035206,0.0022195165975112947,48039233.01116806,3541311.657147904,0.012902744945667996,0.012778948878408415,80.34542467872417,78.81106407855188,8566740.517766202,631515.037974772,22.001030655776738,1.6218515876899537,8403141.044928506,619454.9636574178,21.58087587115282,1.590879006669577,0.025~0.035,0.026,0.186~0.223,0.205,0.024,0.0124,0.0218,0.00999
6,12,0.1485,135.0,0.0684,3947.9000000000005,375.0,18,2.356194490192345,0.8535533905932737,0.1464466094067263,5.82842712474619,1.1,0.1,0.0032931398219000485,0.06510686017809995,2.894010933453939,0.0031,0.15159999999999998,0.08009999999999999,0.0832,1.0421866249475673,0.0406115581923936,0.043063885367839325,0.04774244536783932,0.2185004470655365,0.9679909575281607,0.07182214742449579,0.00023573382395473673,16747278.493043227,1590777.2321718405,0.00012141264056172927,0.00011892992825472821,757.744643256007,727.0719323366189,2991500.07711039,284154.2412210026,7.682745236274049,0.7297625227596363,2870407.2816717383,272651.9746262321,7.371755741598171,0.7002224988219848,0.035~0.045,0.04,0.186~0.223,0.205,0.0218,0.011,0.0235,0.0132
6,12,0.1485,135.0,0.07,4380.200000000001,411.0,18,2.356194490192345,0.8535533905932737,0.1464466094067263,5.82842712474619,1.1,0.1,0.0032931398219000485,0.06670686017809996,2.894010933453939,0.0031,0.15159999999999998,0.07849999999999999,0.08159999999999999,1.0421866249475673,0.03980034104997375,0.0422357337261501,0.047135733726150104,0.2171076546926665,0.9718253043698499,0.07138151016880719,0.0002461947714095854,17791604.488272496,1669409.9458198245,0.00012141264056172927,0.00011892992825472821,763.1462591389434,732.2548964561289,3342733.2442804,313653.11250610574,8.584779290207074,0.8055212748904405,3207422.8974571363,300956.76244346896,8.23727640012553,0.772914615874068,0.035~0.045,0.04,0.186~0.223,0.205,0.0211,0.0104,0.0226,0.0124
6,12,0.1485,135.0,0.0723,3693.8,321.5,18,2.356194490192345,0.8535533905932737,0.1464466094067263,5.82842712474619,1.1,0.1,0.0032931398219000485,0.06900686017809995,2.894010933453939,0.0031,0.15159999999999998,0.07619999999999999,0.0793,1.0421866249475673,0.038634216407745225,0.04104526574122186,0.04627255574122186,0.21511056631700326,0.9773371779547779,0.07071433415637743,0.00026120551285380226,14141355.439413847,1230831.6026237349,0.00012141264056172924,0.0001189299282547282,771.453720983125,740.2260809305022,2849595.754567467,248022.37129607468,7.31830775343219,0.6369689595344764,2734247.0977410893,237982.68501915646,7.022070307033902,0.6111851220183548,0.035~0.045,0.04,0.186~0.223,0.205,0.02,0.0097,0.0213,0.0113
6,12,0.32,36.0,0.0675,90694.764,7270.0,1,0.6283185307179586,0.09549150281252627,0.9045084971874736,0.10557280900008409,0.99185,0.002432,0.0017400534240015197,0.06575994657599848,2.894010933453939,0.0031,0.3231,0.2525,0.2556,1.0194688476562501,0.03086285370900849,0.031544418580842726,0.036100668580842724,0.19000175941512415,0.9778194395151574,0.8053842720469504,0.002439844280133456,37172357.57154105,2979698.3599307174,0.012902744945667998,0.012778948878408415,83.34516818374914,81.75352133158256,7558970.358965436,605919.3726958563,19.41288384407267,1.5561170162635667,7414616.323336846,594348.1000806052,19.042155028770836,1.5263997716468394,0.025~0.035,0.026,0.186~0.223,0.205,0.0215,0.0108,0.0192,0.00836
6,12,0.24,60.0,0.0729,24627.6355,1220.0,1,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.99185,0.002432,0.0025491237387148258,0.07035087626128518,2.894010933453939,0.0031,0.24309999999999998,0.16709999999999997,0.17019999999999996,1.026000173611111,0.04010399999999999,0.04137561999999998,0.04669002999999998,0.2160787587894747,0.9781341468959999,0.5706800500876018,0.0007511151768296994,32788094.6354301,1624251.5630550373,0.0027749658124211923,0.0027395795762282446,268.68397498361253,261.87517496995366,6617051.000587528,327794.4494800073,16.993854501936656,0.8418389370901125,6449366.355658743,319487.71346334345,16.56320821284569,0.8205056477984555,0.035~0.045,0.04,0.186~0.223,0.205,0.0194,0.00927,0.0208,0.011
6,12,0.1485,135.0,0.0742,3476.0000000000005,410.5,18,2.356194490192345,0.8535533905932737,0.1464466094067263,5.82842712474619,1.1,0.1,0.0032931398219000485,0.07090686017809995,2.894010933453939,0.0031,0.15159999999999998,0.07429999999999999,0.0774,1.0421866249475673,0.03767089605112165,0.040061835666715916,0.045567475666715915,0.21346539688370084,0.9818904648292839,0.07013193794236676,0.00027358024846219867,12705595.595949205,1500473.8182212738,0.00012141264056172928,0.00011892992825472824,778.8353962409157,747.3089536915704,2707231.837333423,319711.9301568959,6.952689943385647,0.8210814792174361,2597645.923031899,306770.32549038966,6.671252323676136,0.7878449593984618,0.035~0.045,0.04,0.186~0.223,0.205,0.0191,0.0091,0.0203,0.0104
6,12,0.1485,135.0,0.0763,3515.6000000000004,375.0,18,2.356194490192345,0.8535533905932737,0.1464466094067263,5.82842712474619,1.1,0.1,0.0032931398219000485,0.07300686017809996,2.894010933453939,0.0031,0.15159999999999998,0.07219999999999999,0.07529999999999999,1.0421866249475673,0.036606173551695605,0.03897488663699881,0.044796576636998806,0.2116520177957177,0.9869230450590012,0.0694538886615688,0.0002872289631971036,12239712.739510566,1305578.6429959214,0.00012141264056172924,0.0001189299282547282,787.5861834230093,755.7055181576841,2768837.9864419317,295344.81878362846,7.110906335292201,0.758502069556996,2656758.319635154,283389.56930913153,6.823064281457222,0.7277986988128508,0.035~0.045,0.04,0.186~0.223,0.205,0.0182,0.00846,0.0191,0.00948
6,12,0.32,36.0,0.0725,78108.1875,6800.0,1,0.6283185307179586,0.09549150281252627,0.9045084971874736,0.10557280900008409,0.99185,0.002432,0.0017400534240015197,0.07075994657599848,2.894010933453939,0.0031,0.3231,0.2475,0.2506,1.0194688476562501,0.030251708091008325,0.03092735248966818,0.036183602489668176,0.19021987932303022,0.9878308656063318,0.8019048025990233,0.0026488514224788143,29487568.399327505,2567150.4042444597,0.012902744945667996,0.012778948878408415,86.7266917662796,85.0704677888525,6774064.701735273,589741.5040107013,17.397095763320078,1.5145691505205718,6644700.048764401,578479.180964197,17.06486255398176,1.4856453475773712,0.025~0.035,0.026,0.186~0.223,0.205,0.0192,0.00914,0.017,0.0069
6,12,0.24,60.0,0.0779,19717.978,1160.0,1,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.99185,0.002432,0.0025491237387148258,0.07535087626128517,2.894010933453939,0.0031,0.24309999999999998,0.1621,0.16519999999999999,1.026000173611111,0.03890399999999999,0.04016011999999999,0.04622852999999999,0.21500820914560445,0.988744006896,0.5658017270989759,0.0008251048031358344,23897543.590900525,1405882.0110989378,0.0027749658124211927,0.002739579576228245,277.19425808061584,270.16979646797006,5465710.282559905,321545.33937351435,14.03699099240961,0.825790025285308,5327202.103019911,313396.9639028453,13.681275455349098,0.8048634362105971,0.035~0.045,0.04,0.186~0.223,0.205,0.0172,0.00777,0.0186,0.00928
6,12,0.1485,135.0,0.0783,3280.2000000000003,339.0,18,2.356194490192345,0.8535533905932737,0.1464466094067263,5.82842712474619,1.1,0.1,0.0032931398219000485,0.07500686017809995,2.894010933453939,0.0031,0.15159999999999998,0.0702,0.0733,1.0421866249475673,0.0355921521236708,0.03793969708488729,0.04407058708488729,0.209929957568917,0.9917159786111125,0.06877318385297385,0.0003001979945548822,10926788.517903687,1129254.7123862416,0.00012141264056172928,0.00011892992825472824,796.5456586630347,764.3023232073326,2612829.0695464867,270028.9782867688,6.7102455523406235,0.6934861417729014,2507064.4805846927,259098.48756728575,6.438621828099375,0.6654145478097945,0.035~0.045,0.04,0.186~0.223,0.205,0.0174,0.00787,0.0181,0.00861
6,12,0.1485,135.0,0.0804,2789.6000000000004,357.0,18,2.356194490192345,0.8535533905932737,0.1464466094067263,5.82842712474619,1.1,0.1,0.0032931398219000485,0.07710686017809995,2.894010933453939,0.0031,0.15159999999999998,0.0681,0.0712,1.0421866249475673,0.034527429624244745,0.03685274805517019,0.04331690805517019,0.208127143965342,0.9967485588408298,0.06802014998499212,0.000313782193885844,8890243.15068329,1137731.8629172405,0.00012141264056172929,0.00011892992825472824,806.6670512750726,774.0140124285862,2250278.406236943,287980.1373052009,5.77914600039279,0.7395881567752457,2159189.4890707843,276323.0024370053,5.545212212528193,0.709650401445571,0.025~0.035,0.026,0.186~0.223,0.205,0.0165,0.00728,0.017,0.00774
6,12,0.32,36.0,0.0775,61345.9225,6190.0,1,0.6283185307179586,0.09549150281252627,0.9045084971874736,0.10557280900008409,0.99185,0.002432,0.0017400534240015197,0.07575994657599848,2.894010933453939,0.0031,0.3231,0.2425,0.24559999999999998,1.0194688476562501,0.029640562473008156,0.03031028639849364,0.03631653639849364,0.1905689806828321,0.9978422916975063,0.7980935266816058,0.0028459583822614924,21555453.123405308,2175014.237236042,0.012902744945667998,0.012778948878408415,90.52622268902718,88.79743887922241,5553414.641298803,560357.3184450782,14.262232585902261,1.4391049332860713,5447360.803683265,549656.1466623867,13.989866015711033,1.4116222742799456,0.025~0.035,0.026,0.186~0.223,0.205,0.0171,0.00766,0.0149,0.00563
6,12,0.24,60.0,0.0829,16831.6945,1110.0,1,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.99185,0.002432,0.0025491237387148258,0.08035087626128518,2.894010933453939,0.0031,0.24309999999999998,0.1571,0.16019999999999998,1.026000173611111,0.03770399999999999,0.038944619999999985,0.04581702999999999,0.21404912987442856,0.9993538668959999,0.5604404744864342,0.0008964643193944555,18775643.53188032,1238197.634848182,0.0027749658124211923,0.0027395795762282446,286.79938460900433,279.53151664642024,4827319.624526763,318347.3169159948,12.397481495347012,0.817576891015648,4704989.091314211,310279.98347752646,12.083313252972294,0.7968584334036746,0.035~0.045,0.04,0.186~0.223,0.205,0.0153,0.00644,0.0165,0.0077
6,12,0.1485,135.0,0.0827,2632.3,357.0,18,2.356194490192345,0.8535533905932737,0.1464466094067263,5.82842712474619,1.1,0.1,0.0032931398219000485,0.07940686017809995,2.894010933453939,0.0031,0.15159999999999998,0.0658,0.0689,1.0421866249475673,0.03336130498201622,0.03566228007024194,0.04250157007024194,0.20615908922538909,1.002260432425758,0.06714835069186965,0.0003286183867779366,8010203.03766135,1086366.479673708,0.00012141264056172927,0.00011892992825472821,818.6696220970433,785.5307317326499,2154984.046246047,292265.05508864444,5.534411829778619,0.7505926464426421,2067752.5451398545,280434.471228556,5.310384625265227,0.7202094408766805,0.025~0.035,0.026,0.186~0.223,0.205,0.0156,0.00668,0.0158,0.00684
6,12,0.1506,180.0,0.085951558,1814.1825000000001,139.0,17,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,1.0517,0.013049,0.0039515575998327335,0.08200000040016726,2.894010933453939,0.0031,0.1537,0.06464844200000001,0.06774844200000002,1.0415923733132983,0.03894422146080001,0.041651742141600015,0.049039412464227376,0.22144844200000002,1.0023802316369759,1.5922806932929153e-33,0.00025473951253969317,7121716.148048751,545655.4368586271,2.2019661718231403e-36,2.1575543622418017e-36,1044.0732097689017,1002.3817728692769,1894139.3458815706,145126.17615787734,4.864512673008996,0.37271182008880055,1818503.470658417,139331.06642882948,4.670265256969013,0.3578288682195384,0.035~0.045,0.04,0.186~0.223,0.205,0.0147,0.00603,0.0168,0.00832
6,12,0.1485,135.0,0.0846,1845.8000000000002,357.5,18,2.356194490192345,0.8535533905932737,0.1464466094067263,5.82842712474619,1.1,0.1,0.0032931398219000485,0.08130686017809995,2.894010933453939,0.0031,0.15159999999999998,0.0639,0.067,1.0421866249475673,0.03239798462539265,0.034678849995736,0.041836009995736,0.2045385293672955,1.006813719300264,0.06638941327162395,0.0003408393233139025,5415454.948254534,1048881.321920574,0.00012141264056172922,0.00011892992825472817,829.3761895509607,795.8039085299976,1530862.5706731635,296501.9877644685,3.931548326614162,0.761473901161861,1468894.8543646696,284499.8972994741,3.7724033608778655,0.7306502337814696,0.025~0.035,0.026,0.186~0.223,0.205,0.0149,0.0062,0.0149,0.00614
6,12,0.1506,180.0,0.087951558,1815.2342,113.5,17,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,1.0517,0.013049,0.0039515575998327335,0.08400000040016727,2.894010933453939,0.0031,0.1537,0.06264844200000001,0.06574844200000002,1.0415923733132983,0.03773942146080001,0.04042214214160001,0.048157618696227374,0.21944844200000002,1.007367575636976,1.5735698928402874e-33,0.0002653409069286101,6841139.653179781,427751.6094815231,2.2019661718231403e-36,2.1575543622418017e-36,1056.4879398516305,1014.3007638304315,1917773.0403062226,119911.38117316006,4.92520852745535,0.30795539653570997,1841193.4355911224,115123.13669475398,4.728537433303487,0.29565826750065954,0.035~0.045,0.04,0.186~0.223,0.205,0.014,0.00557,0.0158,0.0075
6,12,0.32,36.0,0.0825,51100.112,5810.0,1,0.6283185307179586,0.09549150281252627,0.9045084971874736,0.10557280900008409,0.99185,0.002432,0.0017400534240015197,0.08075994657599848,2.894010933453939,0.0031,0.3231,0.2375,0.24059999999999998,1.0194688476562501,0.029029416855007987,0.029693220307319093,0.03649947030731909,0.1910483454712945,1.0078537177886808,0.7939379953497302,0.0030306901846597406,16860882.79780306,1917055.0752459364,0.012902744945667998,0.012778948878408415,94.78441980680327,92.97431699331649,4843494.467982666,550697.479077527,12.439021591721787,1.4142966153949639,4750998.011481976,540180.7817311689,12.201472973224233,1.387287722078433,0.025~0.035,0.026,0.186~0.223,0.205,0.0151,0.00633,0.0132,0.00454
6,12,0.24,60.0,0.0879,14709.1355,1110.0,1,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.99185,0.002432,0.0025491237387148258,0.08535087626128518,2.894010933453939,0.0031,0.24309999999999998,0.15209999999999999,0.15519999999999998,1.026000173611111,0.03650399999999999,0.037729119999999984,0.04545552999999999,0.21320302530686563,1.0099637268959998,0.5545724459797386,0.0009650049202889357,15242549.743265437,1150253.2025097352,0.0027749658124211923,0.0027395795762282446,297.62416181060314,290.0819799699301,4377794.124146087,330362.8196097695,11.243013901293226,0.8484350035687332,4266855.149485988,321990.9977666224,10.958101363396755,0.8269345614071201,0.035~0.045,0.04,0.186~0.223,0.205,0.0135,0.00527,0.0145,0.00632
6,12,0.1485,135.0,0.0866,1474.0000000000002,339.5,18,2.356194490192345,0.8535533905932737,0.1464466094067263,5.82842712474619,1.1,0.1,0.0032931398219000485,0.08330686017809995,2.894010933453939,0.0031,0.15159999999999998,0.0619,0.065,1.0421866249475673,0.031383963197367845,0.033643660443624476,0.04114322044362448,0.2028379166813357,1.0116066528523753,0.0655509822790584,0.0003536670511372083,4167761.727478958,959942.4060238169,0.0001214126405617292,0.00011892992825472814,841.4937172279448,807.4309313557737,1240361.7391939908,285687.1169988873,3.1854865443473566,0.7336992413880105,1190153.1928184107,274122.80119528517,3.056541379532307,0.703999863196213,0.025~0.035,0.026,0.186~0.223,0.205,0.0142,0.00573,0.0139,0.00545
